id;user_id;type;entity_type;entity_id;related_id;title;message;is_read;created_at
d126204f-215c-4b12-a43e-080dccd933e8;12930035-7f31-4623-8ec2-a1833703b714;livestream_scheduled;organization;41fb095c-eb98-4241-a471-f047c87158fc;d8481dc4-d29e-4dad-9f9a-6a19cfd05e05;TAPickleball đã lên lịch livestream mới;Championship Sunday LIVE | PPA Greater Zion Cup 2026 – Ben Johns & Waters;false;2026-03-29 13:55:05.4536+00
db83748e-d5a8-4e57-9217-d00c10eaeade;88851ff9-4082-45ea-8a92-7f81694a1d2e;livestream_scheduled;organization;41fb095c-eb98-4241-a471-f047c87158fc;d8481dc4-d29e-4dad-9f9a-6a19cfd05e05;TAPickleball đã lên lịch livestream mới;Championship Sunday LIVE | PPA Greater Zion Cup 2026 – Ben Johns & Waters;false;2026-03-29 13:55:05.4536+00
04fede38-3430-408e-a978-3134b559c518;481ca5d3-71cc-42d6-809d-a4be432dfd6c;livestream_scheduled;organization;41fb095c-eb98-4241-a471-f047c87158fc;d8481dc4-d29e-4dad-9f9a-6a19cfd05e05;TAPickleball đã lên lịch livestream mới;Championship Sunday LIVE | PPA Greater Zion Cup 2026 – Ben Johns & Waters;false;2026-03-29 13:55:05.4536+00
83ac9423-4b01-4f98-a43c-55daf4169365;2ae96b48-6d3a-4f83-9828-95d1310e89ce;livestream_scheduled;organization;41fb095c-eb98-4241-a471-f047c87158fc;d8481dc4-d29e-4dad-9f9a-6a19cfd05e05;TAPickleball đã lên lịch livestream mới;Championship Sunday LIVE | PPA Greater Zion Cup 2026 – Ben Johns & Waters;false;2026-03-29 13:55:05.4536+00
6a202485-13e5-46d5-8938-21001488f857;95c01427-e123-454f-9fae-26e953e4a671;livestream_scheduled;organization;41fb095c-eb98-4241-a471-f047c87158fc;d8481dc4-d29e-4dad-9f9a-6a19cfd05e05;TAPickleball đã lên lịch livestream mới;Championship Sunday LIVE | PPA Greater Zion Cup 2026 – Ben Johns & Waters;false;2026-03-29 13:55:05.4536+00
a4268162-acd5-4d11-a308-2ed3e613dd51;12930035-7f31-4623-8ec2-a1833703b714;livestream_live;organization;41fb095c-eb98-4241-a471-f047c87158fc;d8481dc4-d29e-4dad-9f9a-6a19cfd05e05;TAPickleball đang phát trực tiếp!;Championship Sunday LIVE | PPA Greater Zion Cup 2026 – Ben Johns & Waters;false;2026-03-29 14:55:17.267622+00
6d3f22ea-a421-46e4-a902-088b1a6d5534;88851ff9-4082-45ea-8a92-7f81694a1d2e;livestream_live;organization;41fb095c-eb98-4241-a471-f047c87158fc;d8481dc4-d29e-4dad-9f9a-6a19cfd05e05;TAPickleball đang phát trực tiếp!;Championship Sunday LIVE | PPA Greater Zion Cup 2026 – Ben Johns & Waters;false;2026-03-29 14:55:17.267622+00
d50354f1-e019-4be1-abee-5414704a9a11;481ca5d3-71cc-42d6-809d-a4be432dfd6c;livestream_live;organization;41fb095c-eb98-4241-a471-f047c87158fc;d8481dc4-d29e-4dad-9f9a-6a19cfd05e05;TAPickleball đang phát trực tiếp!;Championship Sunday LIVE | PPA Greater Zion Cup 2026 – Ben Johns & Waters;false;2026-03-29 14:55:17.267622+00
4b68ddea-0d6f-49ba-b12c-eae25a56e121;2ae96b48-6d3a-4f83-9828-95d1310e89ce;livestream_live;organization;41fb095c-eb98-4241-a471-f047c87158fc;d8481dc4-d29e-4dad-9f9a-6a19cfd05e05;TAPickleball đang phát trực tiếp!;Championship Sunday LIVE | PPA Greater Zion Cup 2026 – Ben Johns & Waters;false;2026-03-29 14:55:17.267622+00
c6bc5cf7-321f-401d-bb93-7b2b8e0fa5c2;95c01427-e123-454f-9fae-26e953e4a671;livestream_live;organization;41fb095c-eb98-4241-a471-f047c87158fc;d8481dc4-d29e-4dad-9f9a-6a19cfd05e05;TAPickleball đang phát trực tiếp!;Championship Sunday LIVE | PPA Greater Zion Cup 2026 – Ben Johns & Waters;false;2026-03-29 14:55:17.267622+00
